United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
10037912,2022047,23000944,17697464,1482778,20010961,642183,10701092,887999,21334878,556556,0,3566101,5292534,528330,2535335,1147102,486159,574975,1499281,764559,325445,1423195,1107615,2615964,527521,188942,720208,169439,1774903,743992,300090,371344,284415,708334,1223485,3028258,782726,125937,1362451,81646,167758,50830,142850,112298,69154,142584,40237,155088,168312,295899,3763341,28505,26056,40951,146844,56155,44611,11373,23431
12449858,2273871,2374676,3115606,2094695,1378728,1248907,1494790,846086,840224,459065,1679120,0,965853,1160062,337385,564130,776235,541361,169992,516921,646546,170636,142892,203066,573184,637777,79602,466533,210091,146432,38948,280582,52864,105202,185184,653311,79847,82103,178689,88174,89457,62811,31884,16949,20736,24870,55139,28276,833977,68432,6866,13063,13274,93561,17645,11576,12929,11235,108005
6118204,900175,14592399,12387159,1139412,21823035,429392,11418525,653610,4143921,2222985,3674065,188456,0,303585,1711547,1388799,215277,534268,1428712,578320,158240,1126886,882647,1100042,975286,129943,686467,110006,804969,638572,522689,337515,289586,547334,11561924,637968,486221,415993,1205748,260378,76466,165317,324474,155516,36140,97497,28573,182080,12106,470394,104177,236841,97804,9423,137670,44762,136296,61861,10372
15103564,7046562,3415737,2637517,5011066,1733058,3430020,287427,630145,3192143,1554650,576771,1333691,394412,0,190221,131495,2904727,2425589,219967,88357,9566790,183833,241741,119511,311917,4099631,438669,2664105,96546,943129,25958,207965,36616,128162,30604,216426,114091,23595,25174,31181,276873,22977,17387,7798,1555,19241,8335,16733,432952,10090,5319,1620,1988,11619,5400,11854,9211,2343,5829
9773999,2041393,17905841,4903462,3300525,6774586,1004202,9248181,965099,2259705,793429,1552327,2232365,2258829,1857044,0,2138115,681207,710447,704264,421818,825795,2483583,735644,938667,899395,193351,492448,188268,560009,524091,229247,454076,158502,448609,345999,2075184,437346,98762,474378,147922,101233,49456,303244,101696,43494,66187,60538,167606,89363,132341,114981,13244,118526,13049,33692,43352,53081,20682,23091
3761182,288786,6517988,3813788,168294,2550793,125342,2771805,255223,1097542,121820,954175,65310,1334003,115328,298773,0,55483,119417,613234,728857,59138,579403,254500,0,63386,22716,244470,11687,385371,212186,79410,76698,560706,176995,242412,813656,135228,22421,596894,10750,21736,12425,93265,393848,24945,61349,173620,67987,14215,147700,10888,10356,4082,35086,7490,29694,7369,2702,3238
15676224,5599597,2231202,2904246,10510310,1385505,1702523,830193,1132420,1405163,838388,1214654,365087,786046,5409048,393685,194589,0,1797629,194060,227301,3174546,188823,151446,226543,187100,1190709,255919,1160709,170162,265335,37851,283149,48983,123112,83433,303049,115738,93967,141259,52790,259626,29685,17298,14270,5841,14858,3708,24043,146060,24194,8997,10406,7781,14276,26578,26289,11057,2732,36343
6816507,5850572,1119505,3840349,14018217,788493,5973306,1235676,1097421,477965,350977,587884,1346295,460389,2159454,103402,285618,1502561,0,23858,99154,1429636,40345,58865,217000,212587,1587248,20627,616012,70354,108797,13591,741374,25457,76692,56056,118035,226353,97110,32873,21330,3418459,25174,9059,26460,776,4806,5755,13687,167659,9660,824,4612,8147,4723,8823,1496,1476,11367,73283
1179602,218649,13270872,1866870,89263,2328268,47111,2260800,199404,1499379,86364,1178772,33298,793273,20546,308287,244217,47452,52052,0,1299766,54650,874390,1880905,1288410,99216,18343,950560,419,939313,118750,535517,40467,349310,463802,356688,67636,334653,13323,135744,12034,6460,7326,165885,100381,221798,369226,74655,149165,1337,17320,41346,2808,430,1719,9535,123545,3956,4415,707
7207030,8406690,8590388,4166642,3276510,4943409,2217594,4719090,242386,3573618,236003,1748284,578497,2565475,318200,1002846,3863179,503337,28992,4394275,0,183792,974590,3262128,1015136,427740,151290,2283973,339991,400552,33496,2086626,93716,1286546,732690,337294,519726,3369158,36052,2296789,82108,13985,36340,252409,1170994,5922296,1635916,2547026,717192,2665,186024,7004,12603,7667,15753,35967,704835,11646,111158,10248
24732453,9296295,3237282,3157120,11203934,1902096,4041432,537387,1287493,3477951,1992865,554723,1330504,548522,21213535,132400,244600,3642937,2221991,263739,230058,0,448029,478210,173948,357437,1037400,612931,1575390,173214,629789,82154,345954,60080,161526,58732,17306,226527,71251,80127,34865,393474,46711,32334,18665,5781,28168,10190,41601,204334,20039,1530,2392,5636,7317,6578,38476,4857,2727,12689
3923176,892918,19638791,3566774,915468,3051275,332609,6773951,649338,1355733,186314,1022896,157029,1770110,212548,3506541,587374,85667,376454,1027245,607214,94465,0,2164390,805024,264868,75092,2594918,73085,568810,194715,699858,279162,593014,306295,291849,128201,419894,38302,242244,33592,76971,21957,874980,167378,45383,61359,45696,710001,14261,36875,93372,3516,7523,5778,3966,42545,10184,4649,2706
1294860,154605,15175701,1846724,181930,1623850,100238,1451492,113485,788462,70463,711845,73030,754744,66121,545230,316618,54715,63623,1753788,564072,37310,2110867,0,407015,54748,18548,871549,5153,209946,134282,2518508,68545,347932,251093,155804,75841,243593,9366,169536,10555,12331,7710,288610,124160,54227,99376,53229,266247,934,12960,61437,0,2024,3048,1014,46603,1217,587,544
9480481,1791032,8295371,6575035,2043552,4081935,578193,3330468,1185260,3843819,450440,4314429,527982,2166222,531551,973463,534044,332828,989076,1429443,1024879,509662,938738,506270,0,575164,266175,440118,103398,5817029,393330,157558,316863,179833,5354337,465341,313529,3634375,149265,370216,63442,160232,40609,103343,84606,99596,251367,54502,130422,54833,148994,49788,13804,31014,30122,16419,210953,13403,10152,22207
16690150,3003020,3570731,2492324,2667125,2193271,1247972,2036771,1214384,2058688,2564593,1567642,339285,1307282,415624,458012,236088,365363,279138,229988,1304093,217170,169571,96244,230862,0,273551,231553,147009,93817,149797,43851,467360,193675,207445,619709,117235,176141,1611541,93796,642840,44470,489461,40953,70168,104483,16859,71865,88137,7635,76639,4299,158143,78843,6464,405932,13415,162887,389602,3078
10385005,4508345,2117665,2083099,14183287,1162763,4723422,939605,614334,1317039,526740,971898,1263250,1309773,0,109026,326479,1558453,2421210,216054,162454,2560569,142731,120108,121504,318052,0,160507,815958,138728,114962,43850,184550,37547,88309,96567,56349,134339,85961,103226,60129,200393,34758,41523,73912,4614,8403,4072,32851,147634,13512,28506,11645,2851,26053,13609,25220,3956,3354,62677
2691052,168832,11374082,1431911,387995,1878231,105313,1808410,106558,1171014,149822,1334316,26616,882509,116386,417561,324325,25096,96751,909581,512969,26329,2413631,857042,296117,83283,10744,0,22092,163237,171032,454074,58973,638610,138958,68165,77430,230659,5461,126275,4979,8302,2668,383681,101758,28099,56290,38925,317758,1045,33645,20976,388,307,2673,435,38930,482,2113,419
11425260,3217161,2080392,1914309,6540102,422857,1867351,131984,709362,771876,924666,236560,132771,118489,2504552,76480,43484,1077008,436205,83344,30770,2596068,62277,203813,29777,186222,113687,431926,0,52190,333200,14532,51616,23607,54215,27740,25174,64478,8323,14496,7206,43069,6943,5471,3819,840,4705,379,3655,8459,1127,205,902,509,118,1453,19435,947,675,2278
3346787,636798,8262290,4230583,2173465,2373472,425171,1718070,655103,1997575,177110,886575,128407,1353132,180274,733622,292573,120412,425875,925450,513722,122189,426855,274682,6090528,157195,45445,254756,31142,0,655823,79077,119736,76991,2748189,259383,193994,1397545,66491,315020,31235,68710,14912,61163,63418,32257,223618,26955,92203,12079,26775,27897,44789,12555,10344,5203,75251,7871,12472,15836
22534882,689456,12767809,14603781,3204086,6140761,754463,3431620,1106703,3485159,614166,13908399,105006,2434126,641586,3300443,476546,124986,860632,313351,198924,700338,912470,335130,1176817,205329,41961,201297,567298,632380,0,56809,290544,69325,501343,271973,251615,343654,38978,200416,38696,68388,12044,30189,20049,7175,31331,19950,57922,7735,20232,33699,2984,3402,4403,5162,26284,16270,3315,8341
277206,37868,4792559,352651,149638,637873,12892,1110300,35995,270173,16529,220697,11804,217686,8928,181110,112241,6624,7305,794638,158802,2312,1132744,2988055,97660,10616,2107,679753,319,76197,15976,0,12089,162676,35529,30102,8784,77929,1252,50061,3245,1678,1898,155859,45394,16095,25450,17522,96831,88,2024,4374,0,706,41,625,10324,371,168,7
4178679,1268766,2968053,6269714,2892465,865185,603127,1919919,311437,758686,127287,1042165,1952492,896418,178518,409133,211032,234255,563597,81021,92402,193526,233086,52963,88400,181667,126104,58246,37231,92086,103867,5713,0,32166,71939,117396,234711,55281,53326,40520,39651,59103,22480,9791,9485,1843,3719,2225,17200,29693,6192,1398,708,1545,14813,4826,2530,947,7224,190837
744561,390941,2304850,936110,51063,1220054,56516,3590546,81071,328788,40968,277748,45291,301604,20152,68822,656561,28772,8219,135106,61848,3756,477580,80736,71992,7206,10635,432083,10685,28849,35932,44182,7687,0,114490,33878,79026,24737,11745,323346,5529,2249,7054,98339,163731,4325,5295,41547,44708,775,20645,2312,83,107,2023,413,3724,4473,274,1250
6088259,923228,6631142,7842712,1067613,5712478,609710,1247353,2506995,3527420,93022,1566625,60906,788548,271689,192169,341730,105080,139782,658878,289194,54255,194853,694079,5267070,214643,27692,56322,6365,2345893,624218,22013,32014,45027,0,448819,69475,1046146,24116,77176,12057,22689,4372,14526,6931,19896,113749,4640,41414,5930,7156,6851,24359,970,1123,3556,48925,1232,1041,6115
1739224,82706,4612817,2556280,143606,3145956,27729,1310991,159986,1104505,94093,1605471,17706,5158067,108331,327151,100604,18200,124979,192644,33837,45158,380394,103021,348665,169319,2458,116783,7179,298143,160624,52439,55576,48914,186844,0,69845,151359,46360,79439,7706,17714,4286,15748,23522,1689,13353,284,10798,955,33280,19349,2688,2246,463,3119,8723,2923,2093,345
12617223,517647,1394338,1380118,755502,774653,322070,739312,402291,821579,249789,2094162,590794,466211,300546,306502,541322,444886,312048,103775,159809,0,98140,62560,121627,334823,0,68603,134968,67430,80033,14920,132411,108092,61775,45188,0,73177,44046,155728,76817,27955,12822,25717,18979,10634,7137,30245,12335,49683,0,4702,5790,11961,2894,11563,2874,18327,4859,4200
3609949,1512770,5805012,4156607,1036005,2462397,411441,1573172,456406,1976543,150652,1195987,171929,1198495,207653,639108,371997,304713,393281,843537,1519265,145297,699777,273899,3542536,376393,62563,402931,105879,1253627,698127,111107,157903,54452,1150112,235421,263436,0,103030,294249,51995,70618,42100,59960,36292,30017,174363,73398,49353,13064,56118,9953,5969,84628,2511,71327,419900,3568,3905,16493
4353674,1567091,562966,1126294,2148569,720728,753935,916668,427383,370221,1010037,134134,126303,457034,39498,37719,79270,60296,55627,19084,30128,32033,36906,7220,138905,648734,52095,3835,39538,70135,34094,1317,22404,1228,52995,29066,8620,71059,0,59745,280834,11193,419007,6668,21994,876,3407,303,2001,17137,1177,158,25224,31036,0,300929,5752,73606,40072,240
601016,55055,1467352,886714,76760,604547,36396,1196831,67474,329868,29353,260399,21733,393250,30232,97685,323939,11878,232423,140590,170865,9999,121876,69773,128452,27436,15711,66098,5830,109096,39430,27161,10007,264474,51665,87165,135486,73995,10384,0,1426,6718,572,48233,482257,5645,15086,14276,24159,15271,52805,2602,424,118,16248,962,5735,447,2694,1753
5933425,29118,476133,350937,226900,172936,48905,320431,250542,183224,352280,284233,5506,266713,9092,191866,4479,4896,15632,20491,33844,1643,23114,29160,33330,108500,2883,5401,7320,48653,15255,8557,4356,6068,43404,77318,138818,60860,205721,3764,0,2590,456494,6686,679,212,2081,25,11091,691,5043,123,134250,81895,0,902348,1249,162297,2803,32
2469488,803344,545459,840196,1900422,302429,0,247687,353906,244791,245912,327233,78257,109552,195043,61646,17642,189229,2798753,10065,57761,322966,27452,11671,26081,34135,155668,4073,238689,50982,20289,2673,54589,828,16136,16498,6946,16484,17799,33556,9187,0,22562,2467,1069,169,4143,5680,966,64188,4842,370,14869,18981,160,1806,1624,3039,4553,1396
2084524,731614,285813,1132603,428429,123079,204570,176859,186847,56205,152230,71803,21983,265955,12376,9534,12468,32505,43929,12168,16550,10082,7285,7093,26279,217783,27840,13876,13660,16361,2822,5430,2003,9689,55906,4960,4169,50472,251701,15530,160310,4898,0,1085,36401,1395,3448,13225,3516,1216,62,24,13953,14152,1,154812,907,9312,2871,0
321567,29546,2429920,250932,27308,736592,14881,1375681,35749,134661,14151,85861,62594,124931,4275,121102,56997,7894,28936,298465,257387,10430,739968,273345,84120,12070,3289,206703,605,72651,12644,140093,13473,85350,43861,19268,22059,34994,3585,30035,5046,3869,769,0,45828,22315,33282,11404,826484,587,3621,8628,1325,79,729,836,7318,69,1049,0
365877,21475,685134,365610,20697,353302,14861,918901,44215,118451,32145,303766,7977,224322,3721,44251,506742,12567,7078,55773,135839,3849,112544,39517,30397,18142,6814,45764,1307,27266,8954,11283,3666,146030,14118,24931,32376,15560,3090,311398,6487,607,3205,35455,0,12067,14774,5940,15421,1999,26044,841,1036,172,1229,372,3495,407,3376,1713
136455,63778,324603,69423,5351,105278,16918,98935,7102,61506,3337,37596,6886,38950,1689,1703,20667,7186,1166,221296,3977107,48,12679,44218,6791,67253,0,93702,0,32547,6647,17472,597,26187,2274,7472,385,8092,27,3318,0,89,266,3607,7221,0,114448,54802,14421,0,16,4516,0,11,139,3185,48987,0,66,4
320269,11805,654541,382399,17670,354181,19621,109990,14992,187433,12615,105372,5184,166221,252,15998,109547,662,3397,183985,311234,4940,26058,30136,270281,2614,5614,24112,29,253386,27594,8447,367,3651,126107,48572,3298,57728,281,2277,5405,15,89,1525,5509,109357,0,8690,2333,19,2225,1486,0,0,0,1598,149622,10,4,12
348126,1354645,1134328,97883,98733,495524,71670,676012,6814,125384,2262,31207,11164,121990,4326,48560,201600,25571,1172,94630,1945732,11213,351043,45486,5340,39281,4566,24555,59,1246,3842,16854,15048,337798,4928,6940,1265,149530,752,228587,5273,776,6292,8711,25411,14895,113112,0,1162,0,12535,466,10,161,0,0,24217,10,0,0
150273,5745,570655,63927,59164,164092,3419,847720,11143,36983,2886,53150,881,35520,638,30052,9388,1179,6501,27596,64442,565,343843,51727,22590,737,709,77873,498,10228,35675,20309,3468,5802,5869,1458,3049,4266,548,15779,111,850,94,408476,13928,3185,6039,5138,0,164,973,458,46,10,246,47,1884,0,15,0
1923541,14336,220280,793113,167256,111705,38762,65402,70983,72748,51205,230231,92276,45866,49960,20330,10383,6716,50252,13618,101869,6099,16038,6646,19384,1903,6313,4631,5629,11427,18527,1392,10555,1168,9406,2989,32183,4581,12147,4071,3382,9554,3588,2296,378,2094,3516,2989,709,0,11034,63,5,790,125,1978,2045,265,660,402
98095,38297,882615,181805,22807,2335288,2000,1444034,11041,147962,2848,451430,99776,366440,1069,15150,71801,642,3546,53302,1278,3355,35569,19583,18515,38084,2030,19798,0,4569,15002,2057,6758,4973,15588,23159,5,8499,3023,11651,154,8017,161,5024,726,19,527,4,17386,31,0,3998,41,0,866,0,1327,44,6495,9
318123,49984,1718330,761136,46853,1250134,19052,784986,52846,442995,16998,1212386,12685,268257,10898,135000,133069,3309,0,73717,11455,3538,101875,79284,119205,18524,2101,34162,992,62672,18942,6126,18601,6320,23015,95067,28597,33930,12963,30331,718,6289,1710,26287,3180,851,10974,5941,5000,2426,12528,0,346,0,7,100,1408,0,236,828
4271428,1814,54441,59312,35010,56125,21808,31153,75350,46834,17722,51425,70,33131,1718,12301,540,203,3092,3297,472,844,3385,1565,8014,1635,17,544,10,642,684,451,1008,349,1092,144,280,14997,1008,1399,3053,667,409,209,22,9,87,20,585,0,179,4,0,14322,0,507,196,5420,51,0
2972229,575,63536,24380,73704,24967,105559,23384,91881,53000,116512,10836,2824,30028,23968,9800,1194,37,2437,3905,22850,8139,4838,404,9345,462,22,316,688,2849,374,76,1392,351,5939,1202,1348,6440,9474,154,8822,523,8593,422,4696,1644,2150,4546,3336,0,3464,7,49134,0,0,2330,150,147342,97,0
28354,3685,47338,35708,42499,15831,1088,47149,3895,6931,280,7843,10191,4970,1894,3245,7677,1542,953,1154,311,1939,6210,779,2045,21,1415,881,0,670,14,585,1002,1888,2260,7466,15634,753,13,3522,0,197,0,141,251,2,184,0,83,316,130,0,118,0,0,123,17,0,0,694
2388393,13570,323902,66920,182308,82690,315198,274185,102132,67147,33095,110398,3441,107301,3441,26750,22507,866,1904,73860,192382,462,32762,13165,3311,14907,1093,11993,131,2040,637,3302,2965,21586,5185,27560,3652,7279,92451,28213,367199,33269,436359,8363,5298,5186,13608,1793,13372,99,4180,146,8690,7342,235,0,2546,8307,2218,1591
173968,36047,357999,339860,17763,72487,15164,48678,35642,141557,2332,65636,6603,82373,104867,22681,1177,3675,1210,35330,104213,7426,21039,17040,637670,450,530,43726,0,174057,22539,2856,1966,2099,153524,22915,2280,901054,49,4240,1961,135,3945,1491,338,3580,81532,5248,1654,1599,59,1640,137,84,6,443,0,1715,34,0
3339288,184494,282981,494800,134696,119309,39245,90833,157304,112843,416155,208993,4191,68130,17353,56209,21186,4222,7922,24302,9749,77277,28790,223215,35533,33278,907,20191,25123,4535,172610,7608,9224,1483,26178,44357,1494,48100,4094,1593,15792,966,3735,1247,772,150,984,50,1587,0,184,5,64405,286771,0,14305,1662,0,627,320
202867,78067,129589,104842,52314,32651,5645,99556,30552,36953,91535,20349,4566,96783,11346,7689,18139,13616,4996,26906,21406,26423,2846,1901,7820,484847,3801,983,1547,2424,1493,570,10192,1687,9882,11875,64809,7512,64072,4294,22602,391,18522,625,1501,77,321,230,627,10,67,23,3077,8651,0,25080,240,5238,0,1
